id,Authors,Title,Year,DOI,Link,Abstract,Pdf_path
11,"J.P., Cerqueira Felix, João Paulo; W.S., Araújo, Wanderson Souza; J.M., Tomaz Palheta, João Marcos; J.F., Dalmedico, Jônatas Favotto; F., Pereira de Oliveira, Fabiano; A.C., Dias, A. C.; D., Guedes-Sobrinho, Diego; C.R.C., Rêgo, Celso Ricardo Caldeira; R.L., Tame Parreira, Renato Luis; M.J., Piotrowski, Maurício Jeomar",Highlighting the Potential of Synergistic Cu-Pt Single-Atom Alloy Sub-nanoclusters for Enhanced H2 Adsorption: A DFT Investigation,2025,10.1021/acsnanoscienceau.4c00058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212329826&doi=10.1021%2Facsnanoscienceau.4c00058&partnerID=40&md5=636076f88f5888c0961662d224f378e6,"Single-atom alloy sub-nanoclusters offer promising potentialfor understanding intricate interfacial phenomena at the atomic level,enabling the rational design of efficient catalysts and nanomaterials for H₂energy storage, purification, and conversion. Herein, we employed densityfunctional theory calculations improved by van der Waals corrections toinvestigate H₂ adsorption on pure copper (Cuₙ) and copper-platinum(Cuₙ₋₁Pt) sub-nanoclusters. We characterized Cuₙ sub-nanoclusters rangingfrom n = 2 to n = 14, identifying the most stable sizes (4, 6, 8, 10, and 12)through a set of stability analysis. Subsequently, we substituted a single Cuatom with Pt to form single-atom alloy Cuₙ₋₁Pt sub-nanoclusters, whichshowed enhanced stabilization and reactivity compared to pure Cu subnanoclusters. While Cu-only sub-nanoclusters exhibited weak side-oninteractions with H₂, resulting in minimal charge transfer and negligiblestructural changes, CuPt-based sub-nanoclusters showed strong interactionscharacterized by molecular dissociation (H-H bond breaking) and significant charge transfer from the sub-nanoclusters to the Hatoms. These findings highlight the synergistic effects of the Cu-Pt combination and provide valuable insights into the fundamentalprocesses of H₂ adsorption on metal sub-nanoclusters, with significant implications for catalytic applications and materials design inhydrogen-related technologies.",data/pdfs/2025_Cerqueira.pdf
12,"X., Wang, Xinyi; P., Peng, Peng; M.D., Witman, Matthew D.; V.G., Stavila, Vitalie G.; M.D., Allendorf, Mark D.; H.M., Breunig, Hanna Marie",Technoeconomic Insights into Metal Hydrides for Stationary Hydrogen Storage,2025,10.1002/advs.202415736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002132522&doi=10.1002%2Fadvs.202415736&partnerID=40&md5=335a03bd7871f46fe15425d88ab8ea23,"Metal hydrides (MHs) are promising candidates for storing hydrogen atambient conditions at high volumetric energy densities. Recent developmentssuggest hydride-based systems can cycle and operate at favorable pressuresand temperatures that work well with fuel cells used in stationary powerapplications. In this study, we present a comprehensive design and costanalysis of MH-based long duration hydrogen storage facilities for a variety ofpower end users (0 to 20 megawatts (MW) supplied over 0 to 100 hours), tooffer insights on technical targets for material development and operationstrategies. Our findings indicate that hydride-based storage systems holdsignificant size advantage in physical footprint, requiring up to 65% less landthan 170-bar compressed gas storage. Metal hydride systems can be costcompetitive with 350-bar compressed gas systems, with TiFe₀.₈₅Mn₀.₀₅achieving $0.45/kWh and complex MH Mg(NH₂)₂-2.1LiH-0.1KH achieving $0.38/kWh. Extending charging times and increasing operating cyclessignificantly reduce levelized cost of storage, especially for complex MHs. Keystrategies to further enhance the competitiveness of MHs include leveragingwaste heat from fuel cells, reducing use of critical minerals, and achievingMH production costs of US$10/kg.",data/pdfs/2025_Xinyi.pdf
13,"S.J., Huang, Song Jeng; V., Rajagopal, Veeramanikandan; S., Balu, Sakthipriya; S., Selvaraju, Sivakumar; M., Subramani, Murugan",The Hydrogen Storage Properties and Catalytic Mechanism of the AZ31-WS2 Nanotube/Pd Composite,2025,10.3390/nano15110802,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007867931&doi=10.3390%2Fnano15110802&partnerID=40&md5=4cfd5018387902b567b970b778439caa,"Magnesium-based alloys, known for their high hydrogen storage capacity, sufferfrom sluggish kinetics and high activation energy barriers. It can be further optimizedthrough synergistic combinations with metal hydrides. This study aims to address theselimitations by investigating the hydrogen sorption properties of AZ₃₁ magnesium alloycombined with different compositions of WS₂ nanotubes (NTs) and Pd. The materials AZ₃₁,WS₂ (tungsten disulfide) NTs, and Pd were pre-processed via the mechanical ball millingprocess. Field emission-scanning electron microscopy (FE-SEM) and transmission electronmicroscopy (TEM) were employed to investigate the composite morphology and confirmthe nanotubular structure of WS₂. This work is among the first to explore the synergisticcatalytic effects of WS₂ nanotubes and Pd on the hydrogenation/dehydrogenation behaviorof AZ₃₁ alloys. The composite with 8 wt.% WS₂ NT/Pd demonstrated the fastest hydrogensorption kinetics and a significant reduction in activation energy, from 123.25 kJ/mol to104.58 kJ/mol. These results highlight the enhanced dehydrogenation performance ofAZ₃₁ through catalyst inclusion, offering a promising approach to improve hydrogenstorage materials. These findings highlight the potential of combining inorganic NTsand transition metals as effective catalysts to enhance the hydrogen storage performance.This research paves the way for developing advanced hydrogen storage materials withimproved performance, contributing to a sustainable energy future.",data/pdfs/2025_Huang.pdf
14,"Q., Pan, Qiuyang; H., Shen, Hao; X., Han, Xingbo; J., Zhu, Jianhui; Z., Li, Zhilin; T., Pan, Taijun; L., Xu, Linhua; L., Lv, Lijun",Effect of non-stoichiometric Mn and Cr on the hydrogen storage properties of Ti-Mn-based alloys,2025,10.1039/d5ra00542f,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005830436&doi=10.1039%2Fd5ra00542f&partnerID=40&md5=6c2d19daccb61a6965757d0470ca9c6c,"The effects of non-stoichiometric Mn and Cr on the hydrogen storage properties of Ti–Mn-basedTi₀.₈₄Zr₀.₁₆Mn₀.₉₊ₓCr₀.₇Fe₀.₁ (x = 0, 0.1, 0.2) and Ti₀.₈₄Zr₀.₁₆Mn₀.₉Cr₀.₇₊yFe₀.₁ (y = 0, 0.1, 0.2, 0.3) alloyswere investigated. The alloys were synthesized by arc melting and crystallized in a single C₁₄-type Lavesphase structure. With increasing Mn and Cr content, the equilibrium plateau pressures of the alloysduring hydrogen absorption/desorption increased markedly, while the plateaus became flatter and themaximum hydrogen absorption capacities showed a slight decrease. Lower Mn/Cr ratios contribute toreduced hysteresis and lower plateau pressures. However, this improvement is associated with a declinein hydrogen storage capacity. The cyclic performance of the Ti₀.₈₄Zr₀.₁₆Mn₀.₉Cr₀.₇Fe₀.₁ alloy, whichexhibited excellent hydrogen storage properties, was studied. It was found that the capacity retentionrate reached 96.2% after 500 hydrogenation–dehydrogenation cycles.",data/pdfs/2025_Pan.pdf
15,"E., Pericoli, Evans; A., Barzotti, Alessia; R., Mazzaro, Raffaello; R., Moury, Romain; F., Cuevas, Fermín; L., Pasquini, Luca",Synthesis and Hydrogen Storage Properties of Mg-Based Complex Hydrides with Multiple Transition Metal Elements,2025,10.1021/acsaem.4c02871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003761402&doi=10.1021%2Facsaem.4c02871&partnerID=40&md5=5dd9d266a6de878c126ed4abb2b48bc9,"Mg₂TMHₙ complex hydrides, where TM representsvarious combinations of transition metals, were synthesized byreactive ball milling of Mg and TM powders under H₂ pressure.TM was an equimolar mixture of three (Fe, Co, and Ni), four (Mn,Fe, Co, and Ni), or five (Cr, Mn, Fe, Co, and Ni) elements. TheMg/TM ratio was either 2:1 or 3:1. For 2:1 samples, a single fcchydride phase Mg₂TMHₙ with a K₂PtCl₆-type structure wasdetected by X-ray diffraction along with a residual, unreacted metalphase. By contrast, in samples where the Mg/TM ratio was 3:1, thetetragonal MgH₂ hydride was also observed. The formation ofMg₃TMHₙ complex hydrides, previously reported for TM = Crand Mn under high-pressure conditions, was not detected. Themaximum hydrogen content in the as-milled state was about 5 wt% for samples with a 3:1 Mg/TM ratio as determined bytemperature-programmed desorption. The as-milled hydrides exhibited similar onset temperatures for desorption independently ofthe TM composition, suggesting no destabilization induced by elements like Mn and Cr that are known to form only unstable, highpressure hydrides. The reversible hydrogen storage, investigated by pressure-composition isotherms in a Sieverts-type apparatus,arises from both the Mg-MgH₂ and the Mg₂TM-Mg₂TMHₙ transformations. Within the 0.1-20 bar and 285-320 °C window, thesamples with a 3:1 Mg/TM ratio exhibit a reversible gravimetric capacity in the 3.7-4.2 wt% range depending on TM composition,while those with a 2:1 ratio are in the 3.0-3.2 wt% range. The decreased reversible capacity compared to the initial hydrogencontent was associated with the phase segregation of the transition metals, particularly Cr and Mn, which was highlighted by X-raydiffraction and transmission electron microscopy with nanoscale microanalysis",data/pdfs/2025_Pericoli.pdf
16,"Y., Shang, Yuanyuan; T., Chen, Ting; F., Karimi, Fahim; T.T., Le, Thi Thu; J., Markmann, Jürgen; J.P., Embs, Jan Peter; B., Klusemann, Benjamin; T., Klassen, Thomas; C., Pistidda, Claudio",La-Ni-H metal hydride system aging effects identification,2025,10.1016/j.cej.2025.161682,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000285337&doi=10.1016%2Fj.cej.2025.161682&partnerID=40&md5=f170dc9ebbb1bf60797941f2d1f46ba1,"One of the most commonly used materials for sorption compression in space applications is based on the La-Ni-H system. The degradation of the material properties and, therefore, the system lifetime is of great importance for the final success of a potential space mission. Considering that satellites and other equipment that have to operate in space are expected to be fully functional for more than 10 years, in this work, an accelerated aging method is designed and carried out to predict the La-Ni-H system properties after 12 years under specific operating conditions. For this test, several specimens of fully hydrogenated LaNi₅ are exposed to specific hydrogen pressures (i.e., 20, 35, 58 and 96 bar) at different temperatures (i.e., 50, 90, 130 and 160 ◦C) for a duration of 90 days. Sievert’s type apparatus, synchrotron radiation powder X-ray diffraction (SR-PXD), quasielastic neutron scattering (QENS), scanning electron microscopy (SEM), and small-angle X-ray scattering (SAXS) methods are used to investigate the material aging and its impact on the material chemical and micro­ structural properties.",data/pdfs/2025_Shang.pdf
17,"E.D., Alvares, Ebert D.M.; A.J., Rowberg, Andrew J.E.; K., Sellschopp, Kai; B.C., Wood, Brandon C.; T., Klassen, Thomas; P., Jerabek, Paul; C., Pistidda, Claudio",A thermodynamic approach to modeling multicomponent FeTi-based alloys for hydrogen storage,2025,10.1016/j.scriptamat.2024.116516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214890088&doi=10.1016%2Fj.scriptamat.2024.116516&partnerID=40&md5=edea1d181dd8c066e8792faea405d4e1,"Modeling the impact of alloying on the hydrogenation properties of intermetallic compounds is a vital yet challenging task for hydrogen storage materials design: not only do these processes occur under thermodynamic para-equilibrium conditions, but for bcc-derived compounds, the task is further complicated through varying composition-dependent ordering transitions. Here, we tackle these challenges by providing a multicomponent
thermodynamic modeling framework for FeTi, a representative bcc-derived material class, which is one of the most relevant room-temperature interstitial metal hydrides. We aim specifically to describe para-equilibrium in
FeTi-based multicomponent hydrides while ensuring compatibility with previously evaluated metallic systems. DFT point-defect calculations provide a physics-informed foundation to identify substitutional site preferences. Not only does our approach give detailed guidance for the selection of model parameters to evaluate phase equilibria for a broad range of FeTi-based multicomponent systems with high fidelity, but it also can be easily adopted to other interstitial hydrogen storage compounds.",data/pdfs/2025_Alvares.pdf
18,"T., Cheng, Tengfei; J., Huang, Jing; W., Fang, Wanggang; L., He, Liqing; X., Duan, Xiangqun; G., Zou, Guotong; X., Li, Xiao; X., Ren, Xinghai",Effects of Annealing on Hydrogen Storage Performance in TiZrCrMnFeNi High-Entropy Alloy,2025,10.3390/cryst15040297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003598041&doi=10.3390%2Fcryst15040297&partnerID=40&md5=ee68bd7076ac6c9332ab5d6fe70e3d8c,"This study investigated the effect of Ni content on the microstructure and hydrogen storage properties of hypereutectic Mg–Ni hydrogen storage alloys. Mg-xNi (x = 15, 20, 25 (at%)) alloys were prepared using vacuum induction melting. These alloys consisted of a primary Mg₂Ni phase and an Mg–Mg₂Ni lamellar structure, with the proportion of the primary Mg₂Ni phase increasing as the Ni content rose. The hydrogen absorption and desorption behaviors of the alloys were analyzed at 325 ◦C. The maximum hydrogen storage capacity of the Mg–15Ni alloy was 5.29 wt%. As the Ni content increased, the phase percentage of the Mg₂Ni phase increased, leading to a reduction in the maximum hydrogen storage capacities of the Mg–20Ni and Mg–25Ni alloys to 5.01 and 4.67 wt%, respectively. Although the maximum hydrogen storage capacity varied with Ni content, both the first plateau pressure (Mg → MgH₂) and the second plateau pressure (Mg₂Ni → Mg₂NiH₄) during hydrogen absorption remained unchanged and consistent across all three alloys. To understand why the plateau pressure remained constant despite variations in alloy composition, the equilibrium compositions of the Mg and Mg₂Ni phases in the alloys were calculated through thermodynamic calculations. In addition, the compositions of the Mg and Mg₂Ni phases within the lamellar structure were analyzed using transmission electron microscope. These analyses confirmed that, despite variations in Ni content across the alloys, the chemical composition of the in­ dividual Mg and Mg₂Ni phases remained unchanged. The Mg phase exhibited a 100% Mg composition, while the Mg₂Ni phase showed an atomic ratio of Mg to Ni of 2:1, closely matching the theoretical stoichiometric ratio. In hydrogen storage alloys, plateau pressures are influenced by the composition of each phase rather than the overall composition of the alloy. Consequently, even with changes in Ni content in the hyper-eutectic Mg–Ni alloys, the plateau pressures remained unchanged. When Ni is added to Mg hydrogen storage alloys, the hydrogen reaction kinetics are improved. However, this study confirmed that, despite the increase in Ni content, the plateau pressures remained unchanged, while the maximum hydrogen storage capacities decreased. There­ fore, it is essential to derive an optimal Mg–Ni alloy composition that balances both reaction kinetics and hydrogen storage capacity.",data/pdfs/2025_Cheng.pdf
19,"S., Jung, Sojin; S.S., Sohn, Seok Su; D., Lee, Da-hye; W., Ko, Wonseok; T., Ha, Taejun; Ryun-Ho Kwak; B., Suh, Byeong-Chan; Y., Kim, Young-min; H., Park, Hyung-ki","Study on the correlation between microstructural evolution and hydrogen storage properties in hyper-eutectic Mg-xNi (x = 15, 20, 25) alloys",2025,10.1016/j.jmrt.2025.01.167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215820157&doi=10.1016%2Fj.jmrt.2025.01.167&partnerID=40&md5=08e5290b110d37e3e728575a13b1174a,"This study employed annealing heat treatment ranging from 900 to 1300 ◦Cto systematically investigate the effects of annealing temperature on the microstructureand hydrogen storage performance of the equimolar TiZrCrMnFeNi high-entropy alloy.The research indicates that the TiZrCrMnFeNi high-entropy alloy is composed of theC₁₄ Laves phase and a small amount of cubic phase. Compared to the as-cast alloy, thealloy annealed at high temperature (1000~1200 ◦C) exhibited increased microstructurehomogeneity, a higher content of the C₁₄ Laves phase, and a significant enhancement inhydrogen storage capacity. The annealing heat treatment led to changes in the unit cellvolume of the C₁₄ Laves phase, with an inverse relationship between unit cell volume andhydrogen absorption and desorption plateau pressures. An increase in unit cell volumeresulted in a lower desorption plateau pressure, making the desorption reaction moredifficult and consequently increasing the enthalpy change for desorption. This study notonly reveals the intrinsic relationship between annealing temperature and the hydrogenstorage performance of high-entropy alloys, but also provides significant experimentalevidence and theoretical guidance for the design and development of high-entropy alloymaterials with excellent hydrogen storage characteristics.",data/pdfs/2025_Jung.pdf
20,"A., Liski, Anna; M.L., Kemell, Marianna L.; T., Vuoriheimo, Tomi; K., Tseng, Kokai; T., Shen, Tingen; C., Tsai, Chewei; J.W., Yeh, Jien Wei; K., Mizohata, Kenichiro",Effect of microstructure on hydrogen absorption in WMoTaNbV high-entropy alloy,2025,10.1016/j.nme.2025.101870,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214785176&doi=10.1016%2Fj.nme.2025.101870&partnerID=40&md5=2db33377d136d788e0fba097754868fe,"The refractory high entropy alloy, WMoTaNbV, absorbs significant quantities of H directly from the atmosphere. The effective hydrogen absorption has been attributed to the elemental composition of the alloy as
well as its highly elaborate lattice structure. In this work, we apply scanning electron microscopy and ion
beam analysis tools to investigate the effect of grain size and morphology on hydrogen storage, observing a
consistency between the microstructure of WMoTaNbV alloy and hydrogen absorption.",data/pdfs/2025_Liski.pdf
21,"Y., Liu, Yafei; M., Yue, Mengyuan; Y., Guo, Yusang; Y., Jiang, Yaru; Y., Sun, Yu; L., Feng, Lizhuang; Y., Wang, Yijing",Catalytic effect of carbon-supported NiCoFeCuMg high-entropy alloy nanocatalysts on hydrogen storage properties of MgH2,2025,10.1016/j.jma.2024.04.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001840016&doi=10.1016%2Fj.jma.2024.04.031&partnerID=40&md5=4bb01d2adacffd165109900818165187,"High entropy alloy (HEA) based materials have been extensively investigated as viable catalysts in hydrogen storage for their uniqueproperties. Herein, we demonstrate a relatively mild synthesis strategy for constructing carbon-supported by NiCoFeCuMg HEA (NiCoFeCuMg@C) nanocatalysts by utilizing polymetallic metal-organic frameworks (MOFs) as precursors. The incorporation of prepared catalystsinto MgH₂ greatly improved the hydrogen storage performance: the MgH₂+NiCoFeCuMg@C composite can rapidly desorb 6.01 wt% H₂at 325 °C, and the initial dehydrogenation temperature decreased to 167.2 °C, nearly 163.8 °C lower than that of the pure MgH₂. Besides,the composite exhibits a fairly stable reversible capacity with 97% capacity retention after 20 cycles. Most importantly, ex-situ structuralcharacterization reveals that the synergistic effects of the “hydrogen pump” role of Mg₂Ni(Cu)/Mg₂Ni(Cu)H₄ and “hydrogen gateway” roleof Co₃Fe₇, as well as the excellent dispersion function of carbon material, contribute to the outstanding hydrogen storage properties of theMgH₂+NiCoFeCuMg@C composite. This study provides valuable insights into the performance improvement of carbon-supported HEAcatalysts in modification of MgH₂.",data/pdfs/2025_Liu.pdf
22,"Y., Chu, Yan; S., Fang, Shiwei; Y., Chen, Yingjue; X., Zhang, Xiaoqi; J., Zheng, Jie; Z., Li, Zhenglong; W., Du, Wubin; W., Cui, Wengang; J., Miao, Jian; Y., Yang, Yaxiong",Direct Synthesis of LiAlH4 from Ti-Doped Active LiAl Alloy,2025,10.3390/inorganics13030074,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001129183&doi=10.3390%2Finorganics13030074&partnerID=40&md5=1ba5bf30b556b2966745a8811e6725c5,"LiAlH₄, characterized by high hydrogen capacity and metastable properties, isregarded as a promising hydrogen source under mild conditions. However, its reversibleregeneration from dehydrogenated production is hindered thermodynamically and kinetically. Herein, we demonstrate an active Li–Al–Ti nanocrystalline alloy prepared bymelt spinning and cryomilling to enable directly synthesizing nano-LiAlH₄. Due to thenon-equilibrium preparation methods, the grain/particle size of the alloy was reduced,stress defects were introduced, and the dispersion of the Ti catalyst was promoted. Therefined Li–Al–Ti nanocrystalline alloy with abundant defects and uniform catalytic sitesdemonstrated a high reactivity of the particle surface, thereby enhancing hydrogen absorption and desorption kinetics. Nano-LiAlH₄ was directly obtained by ball milling a5% Ti containing Li–Al–Ti nanocrystalline alloy with a grain size of 17.4 nm and Al₃Ticatalytic phase distributed under 20 bar hydrogen pressure for 16 h. The obtained LiAlH₄exhibited room temperature dehydrogenation performance and good reversibility. Thisfinding provides a potential strategy for the non-solvent synthesis and direct hydrogenationof metastable LiAlH₄ hydrogen storage materials.",data/pdfs/2025_Chu.pdf
23,"S., Hosseinigourajoubi, Seyedehfaranak; C.T., Schade, Chris T.; J., Huot, Jacques",The Effect of Annealing on the First Hydrogenation Behavior of Atomized Ti48.8Fe46.0Mn5.2 Alloy,2025,10.3390/met15030251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000916810&doi=10.3390%2Fmet15030251&partnerID=40&md5=4a86effa0895b72aae1ab223efc6b018,"In this paper, we report the effect of annealing on the first hydrogenation behaviorof Ti₄₈.₈Fe₄₆.₀Mn₅.₂ alloy. This alloy was produced by gas atomization, and a portion ofthe powder was subjected to vacuum annealing at 1120 ◦C for 1 h. The goal was toinvestigate the usefulness of this atomized powder for hydrogen storage and also toinvestigate the effect of annealing. Scanning electron microscopy (SEM) images revealedthat both atomized and annealed alloys exhibit a two-phase structure. The atomizedalloy consists of a main TiFe matrix and a filamentous Ti₂Fe-like phase. After annealing,the microstructure is globular. In addition to the microstructure, there was a change inthe chemical composition of the matrix and secondary phase after annealing. The firsthydrogenation at room temperature of both atomized and annealed samples required coldrolling. However, the kinetics was much slower for the annealed sample compared tothe atomized sample. After the first hydrogenation, the XRD analysis identified the mainphases as TiFe, TiFeH₀.₉₄, and Ti₂FeH₃, indicating that both the TiFe and Ti₂Fe phasesparticipated in hydrogen absorption during hydrogenation.",data/pdfs/2025_Hosseinigourajoubi.pdf
24,"G., Andrade, Gaspar; P., Edalati, Payam; S., Dangwal, Shivam; K., Edalati, Kaveh; R., Floriano, Ricardo",Microstructural Characterization and Hydrogen Storage Properties at Room Temperature of Ti21Zr21Fe41Ni17 Medium Entropy Alloy,2025,10.1021/acsaem.4c02468,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217522242&doi=10.1021%2Facsaem.4c02468&partnerID=40&md5=c548e20fdfdc8b5db667a03f0c7210ab,"This study presents the design and evaluation of a mediumentropy alloy (MEA), Ti₂₁Zr₂₁Fe₄₁Ni₁₇, for hydrogen storage at roomtemperature (30 °C), employing an integrated design approach thatcombines CALPHAD calculations with semiempirical rules. The alloy wasdeveloped based on four specific design criteria: (1) valence electronconcentration (VEC) between 6.2 and 6.5, (2) atomic size mismatch (δ)of at least 9.7%, (3) an atomic radius ratio of hydride-forming to nonhydride-forming elements (rA/rB) ranging from 1.149 to 1.219, and (4)stability of the C₁₄ Laves phase as the primary phase, as confirmed byCALPHAD. The resulting alloy crystallized predominantly in the C₁₄Laves phase (92.8 wt %), with a minor body-centered cubic (BCC) phase.Transmission electron microscopy (TEM) results revealed coherentnanograin boundaries, particularly at the C₁₄/BCC interphase, facilitatingrapid hydrogenation kinetics. After a one-step simple thermal activation, the alloy reversibly absorbed 1.4 wt % of hydrogen withrelatively low hysteresis and fast kinetics, attributed to a preferential hydride nucleation at grain boundaries. In terms ofthermodynamic properties, the chemical composition, designed according to the aforementioned criteria, should be considered, withthe high iron content (41%) playing a critical role. The high atomic percentage of iron, a non-hydride-forming element, stabilizes theC₁₄ phase due to the significant negative contribution of the interaction parameter (Ωij) of the Fe-Zr pair (Ωij = -118.4 kJ/mol),which results in a negative enthalpy of mixing in the C₁₄ structure. This work underscores the utility of combining CALPHAD andsemiempirical design methods while outlining critical challenges and future directions for optimizing MEAs for hydrogen storage.",data/pdfs/2025_Andrade.pdf
25,"E., Pericoli, Evans; V., Ferretti, Viola; D., Verna, Dario; L., Pasquini, Luca",Tuning TiFe1-xNix Hydride Thermodynamics through Compositional Tailoring,2025,10.1021/acsaem.4c02625,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217240490&doi=10.1021%2Facsaem.4c02625&partnerID=40&md5=4033b64d0c43a24db83da61d5c647c46,"In this study, we investigate how structural modifications induced by Fesubstitution with Ni in the TiFe intermetallic alloy affect the thermodynamics of hydrideformation and decomposition. The primary goal of substituting Fe with Ni was to reducethe plateau pressure of TiFe, a crucial parameter for reversible solid-state hydrogen storageapplications under near-ambient conditions (below 150 °C and 50 bar). Alloycompositions TiFe₁₋ₓNiₓ with x ≤ 0.30 were synthesized by arc melting. The structuraland morphological properties were characterized using powder X-ray diffraction andscanning electron microscopy with energy-dispersive X-ray spectroscopy. The thermodynamic properties were investigated through volumetric measurements using a Sieverts’apparatus and calorimetric analysis with a high-pressure differential scanning calorimeter.We show that Ni incorporation effectively lowers the plateau pressure, stabilizing thehydride thermodynamics due to a more negative enthalpy of hydride formation. Moreover, the entropy of hydride formationincreases with the Ni content, resulting in a linear correlation between the enthalpy and entropy values determined at differentcompositions. The enthalpy-entropy compensation effect was analyzed to determine whether it arises from statistical artifacts or isgenuine to the system, as our findings suggest.",data/pdfs/2025_Pericoli_Evans.pdf
26,"M., Pęska, Magda; A., Dȩbski, Adam; W.S., Gąsior, Wlładyslław Sław; S., Dyjak, Sławomir; W., Gierlotka, Wojciech; A., Baran, Agata; D.J., Zasada, Dariusz Jan; M., Polański, Marek",Hydrogenation Behavior of Mg-Li Alloys,2025,10.1021/acsaem.4c02396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217228777&doi=10.1021%2Facsaem.4c02396&partnerID=40&md5=f30c8df7213626101a0eb6009e477848,"Magnesium-based alloys have been investigated for many yearsas potential hydrogen storage materials. Owing to the different natures (phasecompositions) of magnesium alloys and the significant number of alloying/catalytic additives used, gaps in the basic knowledge regarding the interactionof hydrogen with magnesium alloys still exist. The “solid solution case” is aquite rare example since magnesium does not have wide solid solubility regionswith many elements. However, in the Mg-Li system, only cubic Mg in Li orhexagonal Li in Mg solid solutions and their mixtures are present. Moreover,these two elements form stable ionic and ionic-covalent hydrides. In suchcases, whether the product of the hydrogenation of such solid solution-basedalloys is a mixture of basic hydrides or a mixture of hydrides with differentproperties due to interactions between them is not obvious. To answer this question, we conducted a systematic study of thehydrogenation of magnesium-lithium alloys with significantly different chemical and phase compositions. The results of ourresearch show that the kinetics of the reaction of alloys with hydrogen in the gas phase are significantly influenced by the phasecomposition of the alloys, but the final product (within the sensitivity range of our measurements) of hydrogenation is always amixture of magnesium and lithium hydrides. From such a mixture, MgH₂ can be thermally decomposed under reasonable conditions(up to 450 °C), while LiH remains stable. The thermal decomposition of the hydrogenated samples demonstrated significantdifferences in the temperatures of desorption of magnesium hydride for each sample. The desorbed amount of hydrogen decreaseswith increasing lithium content in the samples. Despite the interesting findings of this study, from a practical point of view,magnesium-lithium alloys are not good candidates for reversible hydrogen storage because their reversibility and stability are verysimilar to those of pure magnesium.",data/pdfs/2025_Pęska.pdf
27,"Y., Li, Yuehai; H., Xiao, Houqun; M., Zhong, Minglong; Q., Chen, Qingjun",Effect of Cr and Mo Substitution of Fe on Activation and Hydrogen Ab-/Desorption Properties of TiFe Hydrogen Storage Alloy,2025,10.3390/met15020200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218872948&doi=10.3390%2Fmet15020200&partnerID=40&md5=281f5a29575e2597f3df91b05967694d,"In this study, a series of quaternary TiFe-based alloys, Ti₁.₀₅Fe₀.₈₅Cr₀.₁₋ₓMoₓ(x = 0, 0.03, 0.05, 0.07, 0.1), were designed to investigate the activation and hydrogenab-/desorption properties of TiFe hydrogen storage alloys through the substitution of Fewith Cr and Mo. The incorporation of Cr and Mo significantly enhanced the activationperformance of TiFe hydrogen storage alloys, enabling activation at room temperature.This improvement in activation was accompanied by the maintenance of a high maximumhydrogen storage capacity and an elevated effective hydrogen storage capacity. As the Mocontent increased, the lattice parameters increased slightly, further boosting the activationperformance and reducing the optimal operating temperature from 90 to 75 ◦C, which canbe readily matched using the waste heat from fuel cells. The addition of Mo also resultedin a flatter hydrogen absorption plateau, making the hydrogen storage and release processmore stable. Among the alloys, Ti₁.₀₅Fe₀.₈₅Cr₀.₀₅Mo₀.₀₅ exhibited the best performance, witha maximum hydrogen storage capacity of 2.00 wt.%, an effective hydrogen storage capacityof 1.81 wt.%, and a relatively flat hydrogen ab-/desorption plateau. After 200 cycles, thehydrogen storage capacity decreased by only 0.50%, indicating promising applicationprospects in related fields.",data/pdfs/2025_Li.pdf
